"join_ip_country","customer_id","price_first_item_purchased","join_pages_visited","prediction(revenue)","Age group","Gender","Campaign"
"United States","141b43e41da",57.0,3.0,208.12480572290505,"middle age","Male","true"
"Argentina","a7065f79f9a",102.0,3.0,200.38555902186485,"young adult","Female","false"
"United States","a60e78db8aa",78.0,4.0,337.924432329351,"senior citizen","Female","false"
"France","3ad362619ba",102.0,10.0,246.83577349454464,"senior citizen","Male","false"
"Republic of Korea","e49da03d8ea",117.0,4.0,318.49193150691247,"adult","Female","false"
"Netherlands","70a2331fa9a",42.0,14.0,252.9658928246228,"adult","Male","false"
"Republic of Korea","827be67554a",102.0,5.0,281.87995569122984,"adult","Female","false"
"Ireland","0700a30b97a",57.0,8.0,183.53631149696275,"middle age","Male","true"
"United States","9311e09561a",57.0,5.0,231.55657715279392,"middle age","Female","false"
"United States","72171f4397a",44.0,5.0,253.68236138018193,"adult","Male","false"
"United States","ccb1fc0abca",44.0,6.0,184.5893577901805,"senior citizen","Female","false"
"Japan","aa98ccb224a",15.5,7.0,216.75467376610737,"senior citizen","Male","false"
"United States","9c4e9b32f4a",22.0,4.0,208.5690204769603,"adult","Female","false"
"France","d99e01f0fda",57.0,6.0,255.49151221348046,"adult","Male","false"
"United States","e56cf7736ba",44.0,4.0,236.97654004187305,"adult","Female","false"
"China","c17b6b6082a",102.0,8.0,195.06868209844197,"adult","Female","false"
"Germany","22d008e287a",44.0,6.0,240.89762683546678,"adult","Male","false"
"Singapore","335360e6dca",15.5,8.0,242.56593108045422,"adult","Female","false"
"United States","a91f37dbbba",44.0,6.0,257.6482643410659,"middle age","Female","false"
"United States","891adea4d5a",15.5,7.0,202.6107288046954,"adult","Female","false"
"United States","93719470f8a",44.0,7.0,237.55808796185877,"middle age","Female","false"
"United States","e8e3100f42a",15.5,5.0,225.97533175880938,"middle age","Female","false"
"United States","57c3a79f39a",44.0,7.0,185.33876381173974,"adult","Female","true"
"United States","8ad0fdfd76a",44.0,8.0,243.6570493706535,"adult","Male","false"
"United States","a6748fdfb6a",15.5,3.0,191.9983311989194,"adult","Female","false"
"United States","22783b7d89a",42.0,8.0,223.4377057160873,"middle age","Female","false"
"United States","ddb50fa7c6a",22.0,8.0,214.21933280019869,"adult","Female","false"
"United States","73e5df2313a",44.0,6.0,189.11503572493461,"adult","Female","true"
"Czechia","0786333b04a",44.0,7.0,257.42369081076964,"senior citizen","Male","false"
"Germany","db091c487fa",22.0,10.0,212.23238889768118,"adult","Male","false"
"United States","266e1c6eb6a",44.0,4.0,232.69388427872553,"adult","Female","false"
"United States","9b2b9bf2d8a",102.0,8.0,370.13277857701223,"adult","Male","false"
"Canada","1c7271e125a",42.0,3.0,214.5985261789716,"adult","Male","false"
"United States","527adddca9a",10.0,5.0,195.04147080201727,"adult","Male","false"
"United States","6f0792645aa",10.0,5.0,204.22442933170308,"adult","Female","false"
"United States","f6fa081cb9a",42.0,8.0,188.77670030523245,"adult","Female","true"
"Norway","88c5481550a",44.0,7.0,184.2777609971168,"young adult","Male","true"
"United States","073869672ca",44.0,7.0,252.8901669685002,"adult","Female","false"
"United States","13e4c41506a",44.0,7.0,278.99470059914023,"adult","Male","false"
"Canada","55c8098295a",57.0,5.0,227.32055080357435,"middle age","Male","false"
"Turkey","ab7f794c05a",78.0,4.0,192.1854299787012,"adult","Female","false"
"United Kingdom","440f412d18a",44.0,8.0,198.8014485422027,"adult","Female","false"
"United Kingdom","4bd0e41837a",44.0,9.0,229.1275506672458,"senior citizen","Female","false"
"Japan","fc352213d3a",117.0,11.0,245.75464683483136,"adult","Female","true"
"Japan","71c497076aa",102.0,4.0,231.80208567986028,"senior citizen","Male","true"
"United States","a0453674f9a",44.0,6.0,208.45391585714043,"middle age","Female","false"
"United States","cb66fdf334a",22.0,6.0,197.71435951556668,"middle age","Male","false"
"United States","1959f69afda",44.0,3.0,234.9153687367166,"adult","Female","false"
"United States","b7846442c2a",42.0,7.0,317.0009163211086,"senior citizen","Male","false"
"United Kingdom","ae2ab082e1a",44.0,7.0,214.58109574395866,"adult","Female","false"
"Japan","4f544343d8a",117.0,5.0,243.59278171922097,"middle age","Female","true"
"Australia","2029207847a",44.0,3.0,233.20923098477445,"senior citizen","Female","false"
"Japan","6ac29272f1a",44.0,3.0,205.50791345236627,"middle age","Female","false"
"United States","2551baa322a",57.0,5.0,216.34756749898554,"adult","Male","true"
"United States","dbc43d22fba",44.0,8.0,228.71593993640255,"adult","Male","false"
"United States","82f1e98caea",44.0,10.0,276.1906416951732,"senior citizen","Female","false"
"United States","21b728c116a",28.0,5.0,246.17456374877005,"senior citizen","Female","false"
"Japan","eb5abda7eea",22.0,5.0,191.70962456978418,"senior citizen","Female","false"
"United States","06475dbee3a",44.0,3.0,208.5641297987343,"middle age","Female","false"
"United Kingdom","9e63bac312a",57.0,7.0,269.7488797711769,"adult","Male","false"
"Turkey","a7eea3ff55a",102.0,7.0,193.24260661809208,"middle age","Female","true"
"India","688f32a22ba",117.0,5.0,208.0355496898988,"senior citizen","Male","false"
"United States","48488c37eaa",42.0,7.0,186.05038342777567,"adult","Male","true"
"United States","55b8f19fe0a",57.0,5.0,202.96158849597202,"senior citizen","Female","false"
"Taiwan","196af9d923a",57.0,12.0,251.76570968739003,"middle age","Male","false"
"United States","83f688e41ea",117.0,7.0,271.7979412349619,"senior citizen","Female","false"
"United Kingdom","e34925af83a",44.0,7.0,195.27358522910964,"adult","Female","false"
"United States","101beebc1fa",15.5,9.0,225.49339302909874,"middle age","Female","false"
"Republic of Korea","6d52aae613a",44.0,5.0,191.95606518295372,"adult","Female","false"
"United States","9de71f6eefa",57.0,7.0,303.5445843004943,"senior citizen","Female","false"
"United States","38de4e1dbba",44.0,6.0,261.2493806662286,"adult","Female","false"
"Japan","ce24a00b33a",15.5,10.0,185.369817589189,"adult","Male","false"
"United States","b77e324483a",57.0,4.0,247.58132607860276,"young adult","Male","false"
"United States","5a20064b3ba",57.0,8.0,222.07940898566193,"adult","Female","false"
"United States","b86c95c1e5a",28.0,3.0,220.02773821815097,"senior citizen","Female","false"
"United States","adbce7c1fea",22.0,6.0,191.6891874762979,"adult","Female","false"
"Singapore","83924ea65ca",44.0,7.0,220.77791327089366,"middle age","Female","false"
"Germany","3731b6abc4a",22.0,8.0,199.41826587079345,"middle age","Female","false"
"Bahrain","69ed1bc988a",57.0,2.0,195.08393483947842,"middle age","Female","false"
"United States","dff33e98cba",102.0,2.0,334.9736590329571,"adult","Male","false"
"Saudi Arabia","7a2871dc6ea",57.0,4.0,196.48675690050595,"adult","Female","false"
"Sweden","6270d00ccca",44.0,5.0,235.05580943973854,"senior citizen","Female","false"
"Netherlands","b555d495a6a",117.0,5.0,368.73667280074767,"senior citizen","Female","false"
"United States","7922bff411a",102.0,7.0,278.0081147953907,"senior citizen","Male","false"
"United States","55f9edd18ba",10.0,9.0,259.7950070418838,"senior citizen","Male","false"
"Japan","8d1a909225a",22.0,6.0,195.24346809288716,"senior citizen","Female","false"
"United States","d1dceadf8aa",22.0,6.0,244.39642919062118,"adult","Male","false"
"Australia","bc1618b7a7a",57.0,5.0,194.39333167990492,"adult","Male","true"
"United States","96f0219277a",44.0,7.0,228.8643826123347,"adult","Female","false"
"France","9d18edef72a",117.0,5.0,236.32389970365136,"young adult","Female","false"
"United States","a0c491f7b0a",44.0,6.0,277.1942028332856,"senior citizen","Female","false"
"United States","14e6eff5cca",44.0,5.0,252.01265182374166,"middle age","Female","false"
"Japan","8ddaa2beaba",15.5,7.0,196.72421852280007,"adult","Male","false"
"Netherlands","986c50384aa",78.0,3.0,217.91413233321387,"adult","Female","true"
"United Kingdom","11d44b3f57a",44.0,4.0,222.54268721871495,"adult","Male","false"
"United States","a50265e342a",10.0,8.0,214.02033502010772,"middle age","Female","false"
"Singapore","c1c55c8885a",44.0,14.0,189.6127426148629,"middle age","Female","true"
"Singapore","c1c55c8885a",44.0,14.0,189.6127426148629,"middle age","Female","true"
"United Kingdom","4308b70b9ba",117.0,7.0,348.96160617658387,"senior citizen","Female","false"
"Serbia","c460b488e5a",102.0,11.0,191.60813251800926,"young adult","Female","false"
"Japan","7a8c82b380a",15.5,6.0,187.4834711833164,"adult","Male","false"
"Taiwan","9d8c4a2358a",28.0,7.0,225.320245350013,"middle age","Male","false"
"Japan","de942a58aba",44.0,9.0,199.66647889125363,"adult","Female","false"
"United States","cefc2a594da",44.0,5.0,210.9517044893867,"adult","Female","false"
"Australia","d3eedd23c9a",22.0,5.0,205.96477681263792,"middle age","Female","false"
"Japan","5475ba1c15a",28.0,7.0,206.1860452999096,"senior citizen","Female","false"
"United States","f131627d4ba",44.0,6.0,259.07703610030427,"adult","Female","false"
"Singapore","6e73462c58a",42.0,7.0,289.8520204339633,"adult","Female","false"
"United States","8aac1b6544a",28.0,5.0,218.0834884000875,"adult","Female","false"
"United States","6fc4585f5fa",28.0,4.0,217.05722956727618,"adult","Female","false"
"United States","e35d25efefa",15.5,5.0,194.22573696225328,"adult","Female","false"
"Netherlands","62648fb4eaa",57.0,10.0,226.58620922891453,"middle age","Female","false"
"United States","b494dfe6efa",44.0,5.0,196.42557896690326,"adult","Male","true"
"Austria","fd63af15bfa",44.0,3.0,208.36229008302428,"adult","Female","false"
"Japan","e9b0019d7da",102.0,10.0,306.05528278317865,"middle age","Female","false"
"United States","8493fa454aa",15.5,4.0,193.88836223771204,"middle age","Male","false"
"Republic of Lithuania","f7935f58c0a",102.0,6.0,246.48271186381447,"adult","Male","true"
"United States","ea9e315a47a",28.0,4.0,218.1962901130267,"adult","Female","false"
"Republic of Korea","be93e75c2aa",22.0,9.0,223.9233982560221,"middle age","Male","false"
"United States","2111a44a67a",117.0,12.0,278.9862554027416,"adult","Male","true"
"China","b0d6f3456ca",117.0,6.0,202.56847635975055,"adult","Female","false"
"United States","afcacc18fda",42.0,9.0,285.7038366475634,"adult","Male","false"
"United States","97fb0dcaeea",57.0,6.0,286.75280539673935,"adult","Female","false"
"United States","4e5c66514ba",44.0,6.0,268.58465383241384,"adult","Male","false"
"United States","269a3aed1ba",102.0,11.0,396.385923919231,"adult","Male","false"
"United States","f5cbb9cf4ea",44.0,3.0,270.1435594725777,"middle age","Male","false"
"Taiwan","4808b391c9a",15.5,6.0,191.63609428568168,"middle age","Female","false"
"United States","da9b876c49a",10.0,6.0,196.87743186822263,"adult","Female","false"
"United States","6beaa35783a",117.0,9.0,266.48301451140884,"adult","Female","true"
"Sweden","304024185aa",22.0,4.0,184.34857840431312,"middle age","Female","false"
"United States","2addae7c72a",44.0,4.0,183.74859740632792,"middle age","Male","true"
"United States","7a06f0fcdda",57.0,5.0,270.25167031061284,"adult","Female","false"
"United States","eff553b09fa",44.0,7.0,182.68627528139393,"middle age","Female","true"
"United States","641b876942a",44.0,7.0,221.36768206698002,"young adult","Male","false"
"United States","8a4ba9eadfa",42.0,6.0,215.80664597373038,"middle age","Female","false"
"United States","d24be7242ca",42.0,7.0,201.27590365012077,"adult","Female","false"
"United States","6922a20aeaa",57.0,5.0,210.69638988321145,"adult","Female","true"
"United States","1cbd27d110a",44.0,3.0,244.92848954484677,"senior citizen","Female","false"
"United States","2735f1de29a",57.0,8.0,276.3528812333889,"adult","Female","false"
"United States","5f21c080cea",102.0,2.0,274.31657639935463,"adult","Male","true"
"United States","818702ea5aa",15.5,2.0,195.07598378672364,"senior citizen","Female","false"
"United States","745e26ba60a",102.0,8.0,261.227779158654,"senior citizen","Female","false"
"United States","c825a66ce8a",78.0,4.0,251.77957417482241,"middle age","Female","false"
"United States","8ef985bef8a",42.0,6.0,211.9018162651475,"middle age","Female","false"
"United States","504e970442a",78.0,2.0,228.4602291463138,"middle age","Female","true"
"United States","372fd63f7da",44.0,5.0,205.88253074379136,"middle age","Female","false"
"United States","372fd63f7da",57.0,5.0,226.07258842823057,"middle age","Female","false"
"United States","1E+65a",102.0,7.0,329.8503706583702,"adult","Female","false"
"United States","4b47e17c1ea",57.0,7.0,250.9943515547021,"middle age","Male","false"
"Republic of Korea","a2c647fa38a",57.0,5.0,229.70067985959022,"adult","Female","false"
"Japan","9ec905b2cfa",78.0,4.0,263.766949555691,"adult","Female","false"
"United Kingdom","6c4c5fd846a",28.0,8.0,217.2749200865311,"adult","Male","false"
"China","5dffbe278ea",102.0,12.0,192.9576851866508,"adult","Female","false"
"Japan","855caaa315a",44.0,9.0,194.7843494078137,"adult","Male","false"
"United Kingdom","15a8bb86afa",44.0,3.0,189.66995355731723,"middle age","Female","false"
"United States","cc1bc07b21a",42.0,6.0,243.50713784977498,"adult","Male","false"
"United States","0e67deba5da",44.0,8.0,296.6063702743779,"adult","Male","false"
"India","3e3d68c866a",102.0,7.0,198.92161045833933,"senior citizen","Female","false"
"United States","06e8cd3607a",44.0,9.0,216.8769351988256,"adult","Female","false"
"United States","c17ac34ab0a",15.5,5.0,213.98447821859497,"adult","Female","false"
"United States","a140b5d658a",102.0,10.0,321.5963637266233,"middle age","Male","false"
"Japan","d5bd9e2c75a",42.0,5.0,223.89087337562069,"middle age","Male","false"
"United States","84454645aea",44.0,6.0,253.8262449778634,"adult","Female","false"
"United States","4335439f72a",28.0,9.0,252.3199318530368,"adult","Male","false"
"Canada","cc3cc8156aa",15.5,13.0,186.983549236688,"adult","Female","false"
"United States","8900a8c47da",15.5,6.0,212.7600007862181,"senior citizen","Male","false"
"Netherlands","dc54e347faa",15.5,5.0,206.09540890114508,"middle age","Male","false"
"Singapore","2e617dda9aa",44.0,13.0,261.8146553067101,"adult","Female","false"
"United States","b236941fb6a",28.0,3.0,197.22939389496247,"adult","Female","false"
"United States","3fe659cfeaa",28.0,7.0,187.47478662487933,"middle age","Female","false"
"Ireland","149798e48aa",78.0,5.0,280.8654787189388,"adult","Female","false"
"United States","eeb6dcd124a",42.0,6.0,315.1800831497898,"senior citizen","Male","false"
"Netherlands","cc506cfc3ca",42.0,6.0,201.921644206539,"middle age","Male","false"
"United States","135877efb8a",28.0,6.0,226.51147192366898,"adult","Female","false"
"United Kingdom","ca32542391a",102.0,6.0,238.42413398334662,"adult","Female","true"
"Germany","3df3e536b6a",28.0,5.0,190.05309189559648,"adult","Male","false"
"United States","d1f7a142bba",44.0,4.0,192.0663044759914,"adult","Female","true"
"Germany","cad38379eca",15.5,7.0,205.60082328701563,"adult","Male","false"
"United States","86ff7c939ca",15.5,5.0,183.33677966539352,"adult","Male","false"
"United States","8a1382b630a",44.0,5.0,250.69516486761682,"adult","Female","false"
"Republic of Korea","90eb6bb645a",102.0,7.0,243.01766479475359,"middle age","Male","true"
"United States","1b5491ebdaa",42.0,2.0,191.78845622218267,"adult","Female","false"
"Brazil","55a7aaf9d1a",78.0,6.0,189.28824653141274,"adult","Female","false"
"United States","2977b70fa2a",44.0,4.0,223.75188781306207,"middle age","Female","false"
"United States","44ed8acd59a",78.0,9.0,232.84895043133244,"adult","Female","true"
"Republic of Korea","95524521a2a",102.0,6.0,238.60921955768117,"senior citizen","Female","false"
"United States","2961acffdda",44.0,8.0,277.27719555581416,"senior citizen","Female","false"
"Germany","cda0b507e1a",102.0,8.0,267.30715202974153,"adult","Female","false"
"United States","5b5ec51c4ea",28.0,3.0,197.2562952071371,"middle age","Male","false"
"United States","b3820552b2a",44.0,6.0,186.45230647370852,"adult","Female","true"
"Switzerland","5c5c4a80dba",57.0,1.0,210.26406362425584,"middle age","Female","false"
"United States","f321ae44e4a",57.0,6.0,244.46055898344085,"middle age","Female","false"
"United States","4f0138cd09a",44.0,8.0,183.48741767125358,"senior citizen","Female","false"
"United States","5dc1bff37aa",44.0,3.0,232.99559943890915,"adult","Female","false"
"United States","ebf7e98d46a",15.5,7.0,213.60224084570254,"adult","Female","false"
"Japan","8850bb0285a",78.0,5.0,233.41543968866955,"middle age","Female","false"
"United States","dec908528aa",102.0,6.0,385.80110738297606,"middle age","Female","false"
"Norway","f6482f4686a",57.0,8.0,248.54263926099787,"middle age","Female","false"
"United States","7f9cb7788fa",15.5,8.0,269.2227019035329,"senior citizen","Male","false"
"United States","1bfd481c70a",15.5,5.0,229.121441697897,"senior citizen","Female","false"
"Japan","b158d07d17a",42.0,9.0,196.00041978714265,"middle age","Male","false"
"United States","4f6d47564ba",42.0,6.0,239.75497327432845,"middle age","Female","false"
"Republic of Korea","560234a625a",22.0,5.0,189.2157127871531,"middle age","Female","false"
"United States","2aa3d23bc7a",57.0,9.0,352.16006426185606,"senior citizen","Male","false"
"United States","0dc2721ebfa",57.0,3.0,229.71771588124744,"adult","Male","false"
"United States","eb55c650efa",44.0,6.0,247.79170319128798,"adult","Male","false"
"United States","fe0ba2e337a",78.0,3.0,255.9294113157215,"middle age","Female","false"
"Republic of Korea","3ca4ee872ca",44.0,3.0,196.92187867384328,"adult","Female","false"
"Republic of Korea","1f545c21eca",57.0,7.0,235.71398276315927,"adult","Female","false"
"Netherlands","453edde2b9a",78.0,10.0,215.085377401527,"senior citizen","Female","false"
"United States","9a7a09214ba",15.5,11.0,218.41232436772782,"adult","Male","false"
"United States","a445633796a",117.0,8.0,330.7964992556395,"young adult","Male","false"
"United States","688887b1a2a",42.0,5.0,271.7291711499101,"senior citizen","Female","false"
"United States","bd7415a322a",44.0,5.0,185.0861040851311,"senior citizen","Female","false"
"India","0d0a798f6da",102.0,5.0,194.585870513053,"adult","Male","false"
"United States","2bfaa83895a",57.0,3.0,237.80793233365006,"adult","Male","false"
"Netherlands","9be200d2cca",102.0,5.0,320.3728550327154,"adult","Female","false"
"United Kingdom","d2acc31b98a",78.0,3.0,252.93380696333668,"adult","Female","false"
"United States","55b76889d7a",57.0,14.0,203.93692170598842,"middle age","Male","true"
"United States","81cc535984a",44.0,4.0,201.63295467704165,"adult","Female","false"
"United Kingdom","a31dd35234a",117.0,5.0,249.52326505027992,"adult","Female","true"
"Japan","676bfe85dca",10.0,6.0,211.09311447051206,"senior citizen","Male","false"
"United States","ee483450dda",44.0,3.0,207.0947452792559,"adult","Female","false"
"United States","262e94d9eca",57.0,3.0,210.40576233314394,"senior citizen","Male","false"
"Germany","e045098ebaa",44.0,5.0,201.64058699083506,"adult","Male","false"
"Japan","b3f54342f4a",15.5,9.0,197.00614912810187,"adult","Male","false"
"France","1754944a39a",44.0,4.0,209.24931154520704,"adult","Male","false"
"Slovak Republic","a863af1d6ba",42.0,6.0,202.26870827355947,"middle age","Male","false"
"United States","33c3411edca",44.0,6.0,211.6236145355299,"adult","Female","false"
"United States","48a1541f28a",78.0,8.0,304.59271656587504,"adult","Female","false"
"United States","0f2fa51f6fa",44.0,7.0,321.42368714512133,"senior citizen","Male","false"
"United States","5d086e2feba",15.5,6.0,194.51992044211272,"middle age","Male","false"
"United States","0d3a9887eba",42.0,7.0,184.55367226799888,"adult","Male","true"
"Spain","7c70334befa",22.0,7.0,191.13564687910036,"middle age","Male","false"
"Russia","56ef932912a",117.0,4.0,248.47994465214566,"adult","Female","false"
"United States","603c614ad8a",42.0,6.0,290.48117008378995,"adult","Male","false"
"United States","f6d2659222a",44.0,5.0,203.7788271609413,"middle age","Female","false"
"United States","5915a4bc25a",44.0,6.0,265.5827099557758,"middle age","Female","false"
"Australia","9834969ae0a",117.0,2.0,313.5341772290781,"senior citizen","Female","false"
"United States","1e9495c1dea",10.0,7.0,200.96934656400123,"young adult","Male","false"
"United States","4f7b1af512a",10.0,7.0,202.593972124471,"adult","Female","false"
"Sweden","f092c56e59a",44.0,6.0,218.57282891807006,"adult","Female","false"
"United States","a4ddadd4eaa",78.0,5.0,325.43197109454746,"adult","Female","false"
"Austria","6def24399da",117.0,4.0,306.00069814246126,"adult","Male","false"
"United States","cad173fc97a",22.0,5.0,220.49504185889987,"adult","Female","false"
"United States","dc9b7c7e4ba",102.0,3.0,325.51180520524696,"adult","Female","false"
"United States","746f44f6d3a",15.5,7.0,207.02622701269476,"adult","Female","false"
"United States","8ad41aefd4a",44.0,6.0,253.8483504667155,"adult","Female","false"
"Trinidad and Tobago","c5578471fba",102.0,8.0,231.03272159383351,"middle age","Female","false"
"United States","e6469f7e00a",44.0,6.0,204.2021568725476,"middle age","Female","false"
"Netherlands","778ed807efa",57.0,4.0,257.6361765793671,"middle age","Male","false"
"United Arab Emirates","f4d8b4b98aa",117.0,13.0,230.4768596920014,"senior citizen","Female","true"
"United States","86173e9998a",44.0,4.0,236.97654004187305,"adult","Female","false"
"United States","1709f23f97a",57.0,8.0,206.1546806357212,"adult","Female","true"
"United States","34dddb58e6a",57.0,3.0,204.583333035639,"adult","Female","false"
"Brazil","04d3bec874a",117.0,4.0,205.3962052660939,"middle age","Female","false"
"Australia","903cb42b45a",42.0,4.0,192.7475947381737,"middle age","Male","false"
"Singapore","573996fbe6a",42.0,7.0,204.00237532031602,"adult","Female","true"
"Spain","b8003a1f2ea",102.0,5.0,232.71638553898097,"senior citizen","Male","false"
"United States","4246c0015fa",44.0,5.0,237.70575426091378,"young adult","Male","false"
"United States","8d46131910a",57.0,8.0,263.22771017822174,"adult","Male","false"
"United States","8d46131910a",28.0,8.0,207.0020353376828,"adult","Male","false"
"United States","69018401bfa",15.5,9.0,186.4861344131421,"adult","Female","false"
"Germany","6808fb0787a",78.0,2.0,210.1178828041389,"senior citizen","Female","true"
"United Kingdom","46f6fad5a4a",44.0,8.0,217.37542410391558,"middle age","Female","false"
"Germany","f5256a79dda",42.0,5.0,198.33218323209326,"adult","Male","false"
"Germany","4fcc87fbf8a",44.0,10.0,194.37668135118912,"young adult","Female","false"
"United States","4983dfa4a5a",22.0,6.0,233.72155252103346,"senior citizen","Female","false"
"United States","4983dfa4a5a",78.0,6.0,333.8548085078649,"senior citizen","Female","false"
"United States","ac91f77186a",102.0,5.0,360.1215432276918,"adult","Female","false"
